datetime,instance,mode,method,seed,threads,time_limit_s,status,obj,bound,gap,solver_time_s,total_wall_s,lag_lb,lag_ub,lag_time_s,benders_cuts,heuristic_cost,verified_cost,verified_ok,gurobi_version,gurobi_log
20260710-212130,kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s1,exact,0,0,0,600,OPTIMAL,134555.00,134555.00,0.00000000,0.29,0.36,-1.00,-1.00,-1.00,0,-1.00,134555.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s1_m0_exact_s0_20260710-212130.gurobi.log
20260710-212130,kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s1,exact,1,0,0,600,OPTIMAL,134555.00,134555.00,0.00000000,487.69,488.06,-1.00,-1.00,-1.00,48617,-1.00,134555.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s1_m1_exact_s0_20260710-212130.gurobi.log
20260710-212938,kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s2,exact,0,0,0,600,OPTIMAL,129583.00,129583.00,0.00000000,0.30,0.36,-1.00,-1.00,-1.00,0,-1.00,129583.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s2_m0_exact_s0_20260710-212938.gurobi.log
20260710-212939,kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s2,exact,1,0,0,600,FEASIBLE,263233.00,118092.50,0.55137654,601.78,602.07,-1.00,-1.00,-1.00,51326,-1.00,263233.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s2_m1_exact_s0_20260710-212939.gurobi.log
20260710-213941,kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s3,exact,0,0,0,600,OPTIMAL,127495.00,127495.00,0.00000000,0.32,0.38,-1.00,-1.00,-1.00,0,-1.00,127495.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s3_m0_exact_s0_20260710-213941.gurobi.log
20260710-213941,kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s3,exact,1,0,0,600,FEASIBLE,269164.00,117063.65,0.56508428,601.39,601.61,-1.00,-1.00,-1.00,48487,-1.00,269164.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s3_m1_exact_s0_20260710-213941.gurobi.log
20260710-214943,kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s4,exact,0,0,0,600,OPTIMAL,126887.00,126887.00,0.00000000,0.31,0.36,-1.00,-1.00,-1.00,0,-1.00,126887.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s4_m0_exact_s0_20260710-214943.gurobi.log
20260710-214943,kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s4,exact,1,0,0,600,FEASIBLE,228257.00,116668.35,0.48887286,602.35,602.63,-1.00,-1.00,-1.00,54790,-1.00,228257.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s4_m1_exact_s0_20260710-214943.gurobi.log
20260710-215946,kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s5,exact,0,0,0,600,OPTIMAL,129745.00,129744.66,0.00000259,0.32,0.39,-1.00,-1.00,-1.00,0,-1.00,129745.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s5_m0_exact_s0_20260710-215946.gurobi.log
20260710-215947,kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s5,exact,1,0,0,600,FEASIBLE,255525.00,119397.96,0.53273473,601.75,602.12,-1.00,-1.00,-1.00,58042,-1.00,255525.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s5_m1_exact_s0_20260710-215947.gurobi.log
20260710-220949,kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s1,exact,0,0,0,600,OPTIMAL,127987.00,127987.00,0.00000000,0.33,0.40,-1.00,-1.00,-1.00,0,-1.00,127987.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s1_m0_exact_s0_20260710-220949.gurobi.log
20260710-220949,kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s1,exact,1,0,0,600,FEASIBLE,227056.00,116185.15,0.48829737,602.12,602.56,-1.00,-1.00,-1.00,57858,-1.00,227056.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s1_m1_exact_s0_20260710-220949.gurobi.log
20260710-221952,kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s2,exact,0,0,0,600,OPTIMAL,127389.00,127389.00,0.00000000,0.25,0.31,-1.00,-1.00,-1.00,0,-1.00,127389.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s2_m0_exact_s0_20260710-221952.gurobi.log
20260710-221952,kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s2,exact,1,0,0,600,FEASIBLE,180787.00,119037.58,0.34155898,601.20,601.88,-1.00,-1.00,-1.00,56405,-1.00,180787.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s2_m1_exact_s0_20260710-221952.gurobi.log
20260710-222954,kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s3,exact,0,0,0,600,OPTIMAL,125312.00,125312.00,0.00000000,0.33,0.38,-1.00,-1.00,-1.00,0,-1.00,125312.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s3_m0_exact_s0_20260710-222954.gurobi.log
20260710-222955,kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s3,exact,1,0,0,600,FEASIBLE,290467.00,115130.00,0.60363828,602.67,603.19,-1.00,-1.00,-1.00,60544,-1.00,290467.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s3_m1_exact_s0_20260710-222955.gurobi.log
20260710-223958,kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s4,exact,0,0,0,600,OPTIMAL,129942.00,129942.00,0.00000000,0.34,0.40,-1.00,-1.00,-1.00,0,-1.00,129942.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s4_m0_exact_s0_20260710-223958.gurobi.log
20260710-223958,kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s4,exact,1,0,0,600,FEASIBLE,205398.00,120203.59,0.41477723,602.42,602.90,-1.00,-1.00,-1.00,52741,-1.00,205398.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s4_m1_exact_s0_20260710-223958.gurobi.log
20260710-225001,kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s5,exact,0,0,0,600,OPTIMAL,130876.00,130876.00,0.00000000,0.32,0.37,-1.00,-1.00,-1.00,0,-1.00,130876.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s5_m0_exact_s0_20260710-225001.gurobi.log
20260710-225002,kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s5,exact,1,0,0,600,FEASIBLE,179277.00,121365.39,0.32302869,601.39,601.72,-1.00,-1.00,-1.00,45825,-1.00,179277.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s5_m1_exact_s0_20260710-225002.gurobi.log
20260710-230003,kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s1,exact,0,0,0,600,OPTIMAL,128135.00,128135.00,0.00000000,0.24,0.30,-1.00,-1.00,-1.00,0,-1.00,128135.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s1_m0_exact_s0_20260710-230003.gurobi.log
20260710-230004,kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s1,exact,1,0,0,600,FEASIBLE,172037.00,119676.24,0.30435752,600.58,601.13,-1.00,-1.00,-1.00,45285,-1.00,172037.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s1_m1_exact_s0_20260710-230004.gurobi.log
20260710-231005,kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s2,exact,0,0,0,600,OPTIMAL,126435.00,126435.00,0.00000000,0.32,0.37,-1.00,-1.00,-1.00,0,-1.00,126435.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s2_m0_exact_s0_20260710-231005.gurobi.log
20260710-231005,kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s2,exact,1,0,0,600,FEASIBLE,213427.00,116489.10,0.45419698,601.17,601.92,-1.00,-1.00,-1.00,47681,-1.00,213427.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s2_m1_exact_s0_20260710-231005.gurobi.log
20260710-232007,kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s3,exact,0,0,0,600,OPTIMAL,132458.00,132458.00,0.00000000,0.27,0.32,-1.00,-1.00,-1.00,0,-1.00,132458.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s3_m0_exact_s0_20260710-232007.gurobi.log
20260710-232008,kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s3,exact,1,0,0,600,FEASIBLE,188804.00,124782.27,0.33909096,601.59,602.42,-1.00,-1.00,-1.00,46240,-1.00,188804.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s3_m1_exact_s0_20260710-232008.gurobi.log
20260710-233010,kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s4,exact,0,0,0,600,OPTIMAL,126395.00,126395.00,0.00000000,0.24,0.31,-1.00,-1.00,-1.00,0,-1.00,126395.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s4_m0_exact_s0_20260710-233010.gurobi.log
20260710-233011,kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s4,exact,1,0,0,600,FEASIBLE,126395.00,124874.04,0.01203341,600.55,600.80,-1.00,-1.00,-1.00,46611,-1.00,126395.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s4_m1_exact_s0_20260710-233011.gurobi.log
20260710-234011,kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s5,exact,0,0,0,600,OPTIMAL,128558.00,128558.00,0.00000000,0.29,0.35,-1.00,-1.00,-1.00,0,-1.00,128558.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s5_m0_exact_s0_20260710-234011.gurobi.log
20260710-234012,kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s5,exact,1,0,0,600,FEASIBLE,201913.00,119577.75,0.40777586,602.01,602.52,-1.00,-1.00,-1.00,49544,-1.00,201913.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s5_m1_exact_s0_20260710-234012.gurobi.log
20260710-235014,kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s1,exact,0,0,0,600,OPTIMAL,126078.00,126078.00,0.00000000,0.27,0.33,-1.00,-1.00,-1.00,0,-1.00,126078.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s1_m0_exact_s0_20260710-235014.gurobi.log
20260710-235015,kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s1,exact,1,0,0,600,FEASIBLE,186652.00,118317.31,0.36610749,602.15,602.65,-1.00,-1.00,-1.00,48260,-1.00,186652.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s1_m1_exact_s0_20260710-235015.gurobi.log
20260711-000017,kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s2,exact,0,0,0,600,OPTIMAL,125451.00,125451.00,0.00000000,0.29,0.36,-1.00,-1.00,-1.00,0,-1.00,125451.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s2_m0_exact_s0_20260711-000017.gurobi.log
20260711-000018,kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s2,exact,1,0,0,600,FEASIBLE,163662.00,118674.82,0.27487861,602.47,603.16,-1.00,-1.00,-1.00,51777,-1.00,163662.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s2_m1_exact_s0_20260711-000018.gurobi.log
20260711-001021,kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s3,exact,0,0,0,600,OPTIMAL,129102.00,129102.00,0.00000000,0.30,0.36,-1.00,-1.00,-1.00,0,-1.00,129102.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s3_m0_exact_s0_20260711-001021.gurobi.log
20260711-001021,kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s3,exact,1,0,0,600,FEASIBLE,185337.00,120802.87,0.34819885,600.67,601.29,-1.00,-1.00,-1.00,47556,-1.00,185337.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s3_m1_exact_s0_20260711-001021.gurobi.log
20260711-002023,kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s4,exact,0,0,0,600,OPTIMAL,129254.00,129254.00,0.00000000,0.32,0.38,-1.00,-1.00,-1.00,0,-1.00,129254.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s4_m0_exact_s0_20260711-002023.gurobi.log
20260711-002023,kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s4,exact,1,0,0,600,FEASIBLE,191892.00,121202.75,0.36838040,602.26,602.99,-1.00,-1.00,-1.00,51526,-1.00,191892.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s4_m1_exact_s0_20260711-002023.gurobi.log
20260711-003026,kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s5,exact,0,0,0,600,OPTIMAL,131866.00,131866.00,0.00000000,0.35,0.42,-1.00,-1.00,-1.00,0,-1.00,131866.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s5_m0_exact_s0_20260711-003026.gurobi.log
20260711-003027,kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s5,exact,1,0,0,600,OPTIMAL,131866.00,131866.00,0.00000000,206.92,207.04,-1.00,-1.00,-1.00,28194,-1.00,131866.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s5_m1_exact_s0_20260711-003027.gurobi.log
20260711-003354,kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s1,exact,0,0,0,600,OPTIMAL,130316.00,130316.00,0.00000000,0.40,0.45,-1.00,-1.00,-1.00,0,-1.00,130316.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s1_m0_exact_s0_20260711-003354.gurobi.log
20260711-003354,kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s1,exact,1,0,0,600,FEASIBLE,134964.00,127451.79,0.05566087,601.18,602.00,-1.00,-1.00,-1.00,52204,-1.00,134964.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s1_m1_exact_s0_20260711-003354.gurobi.log
20260711-004356,kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s2,exact,0,0,0,600,OPTIMAL,130939.00,130939.00,0.00000000,0.22,0.28,-1.00,-1.00,-1.00,0,-1.00,130939.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s2_m0_exact_s0_20260711-004356.gurobi.log
20260711-004357,kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s2,exact,1,0,0,600,OPTIMAL,130939.00,130939.00,0.00000000,27.69,27.81,-1.00,-1.00,-1.00,9988,-1.00,130939.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s2_m1_exact_s0_20260711-004357.gurobi.log
20260711-004425,kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s3,exact,0,0,0,600,OPTIMAL,129687.00,129687.00,0.00000000,0.27,0.33,-1.00,-1.00,-1.00,0,-1.00,129687.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s3_m0_exact_s0_20260711-004425.gurobi.log
20260711-004425,kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s3,exact,1,0,0,600,OPTIMAL,129687.00,129687.00,0.00000000,186.63,186.80,-1.00,-1.00,-1.00,26294,-1.00,129687.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s3_m1_exact_s0_20260711-004425.gurobi.log
20260711-004732,kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s4,exact,0,0,0,600,OPTIMAL,132153.00,132153.00,0.00000000,0.33,0.39,-1.00,-1.00,-1.00,0,-1.00,132153.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s4_m0_exact_s0_20260711-004732.gurobi.log
20260711-004732,kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s4,exact,1,0,0,600,FEASIBLE,168094.00,126190.50,0.24928613,601.54,602.09,-1.00,-1.00,-1.00,52504,-1.00,168094.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s4_m1_exact_s0_20260711-004732.gurobi.log
20260711-005734,kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s5,exact,0,0,0,600,OPTIMAL,133575.00,133575.00,0.00000000,0.25,0.31,-1.00,-1.00,-1.00,0,-1.00,133575.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s5_m0_exact_s0_20260711-005734.gurobi.log
20260711-005735,kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s5,exact,1,0,0,600,FEASIBLE,170325.00,127815.98,0.24957594,602.27,603.01,-1.00,-1.00,-1.00,52827,-1.00,170325.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s5_m1_exact_s0_20260711-005735.gurobi.log
20260711-010738,kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s1,exact,0,0,0,600,OPTIMAL,74554.00,74554.00,0.00000000,0.19,0.21,-1.00,-1.00,-1.00,0,-1.00,74554.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s1_m0_exact_s0_20260711-010738.gurobi.log
20260711-010738,kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s1,exact,1,0,0,600,FEASIBLE,133740.00,63600.81,0.52444439,600.68,601.05,-1.00,-1.00,-1.00,36978,-1.00,133740.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s1_m1_exact_s0_20260711-010738.gurobi.log
20260711-011739,kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s2,exact,0,0,0,600,OPTIMAL,70641.00,70641.00,0.00000000,0.17,0.21,-1.00,-1.00,-1.00,0,-1.00,70641.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s2_m0_exact_s0_20260711-011739.gurobi.log
20260711-011739,kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s2,exact,1,0,0,600,FEASIBLE,122503.00,61866.16,0.49498248,601.19,601.61,-1.00,-1.00,-1.00,34915,-1.00,122503.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s2_m1_exact_s0_20260711-011739.gurobi.log
20260711-012741,kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s3,exact,0,0,0,600,OPTIMAL,70605.00,70605.00,0.00000000,0.22,0.26,-1.00,-1.00,-1.00,0,-1.00,70605.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s3_m0_exact_s0_20260711-012741.gurobi.log
20260711-012741,kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s3,exact,1,0,0,600,FEASIBLE,126515.00,59864.41,0.52681966,602.31,602.76,-1.00,-1.00,-1.00,36526,-1.00,126515.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s3_m1_exact_s0_20260711-012741.gurobi.log
20260711-013744,kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s4,exact,0,0,0,600,OPTIMAL,65694.00,65694.00,0.00000000,0.20,0.24,-1.00,-1.00,-1.00,0,-1.00,65694.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s4_m0_exact_s0_20260711-013744.gurobi.log
20260711-013745,kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s4,exact,1,0,0,600,FEASIBLE,79520.00,61119.91,0.23138941,601.01,601.83,-1.00,-1.00,-1.00,49386,-1.00,79520.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s4_m1_exact_s0_20260711-013745.gurobi.log
20260711-014746,kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s5,exact,0,0,0,600,OPTIMAL,73064.00,73064.00,0.00000000,0.19,0.22,-1.00,-1.00,-1.00,0,-1.00,73064.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s5_m0_exact_s0_20260711-014746.gurobi.log
20260711-014747,kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s5,exact,1,0,0,600,FEASIBLE,127698.00,63693.55,0.50121729,601.40,601.89,-1.00,-1.00,-1.00,34591,-1.00,127698.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s5_m1_exact_s0_20260711-014747.gurobi.log
20260711-015749,kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s1,exact,0,0,0,600,OPTIMAL,72895.00,72895.00,0.00000000,0.19,0.22,-1.00,-1.00,-1.00,0,-1.00,72895.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s1_m0_exact_s0_20260711-015749.gurobi.log
20260711-015749,kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s1,exact,1,0,0,600,FEASIBLE,102743.00,64153.44,0.37559304,601.20,602.06,-1.00,-1.00,-1.00,33973,-1.00,102743.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s1_m1_exact_s0_20260711-015749.gurobi.log
20260711-020751,kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s2,exact,0,0,0,600,OPTIMAL,66013.00,66013.00,0.00000000,0.21,0.24,-1.00,-1.00,-1.00,0,-1.00,66013.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s2_m0_exact_s0_20260711-020751.gurobi.log
20260711-020751,kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s2,exact,1,0,0,600,FEASIBLE,95785.00,57214.26,0.40268040,601.16,602.10,-1.00,-1.00,-1.00,33052,-1.00,95785.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s2_m1_exact_s0_20260711-020751.gurobi.log
20260711-021753,kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s3,exact,0,0,0,600,OPTIMAL,68857.00,68857.00,0.00000000,0.19,0.23,-1.00,-1.00,-1.00,0,-1.00,68857.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s3_m0_exact_s0_20260711-021753.gurobi.log
20260711-021754,kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s3,exact,1,0,0,600,FEASIBLE,116635.00,59595.38,0.48904378,600.75,601.34,-1.00,-1.00,-1.00,31661,-1.00,116635.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s3_m1_exact_s0_20260711-021754.gurobi.log
20260711-022755,kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s4,exact,0,0,0,600,OPTIMAL,73143.00,73143.00,0.00000000,0.19,0.23,-1.00,-1.00,-1.00,0,-1.00,73143.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s4_m0_exact_s0_20260711-022755.gurobi.log
20260711-022756,kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s4,exact,1,0,0,600,FEASIBLE,111445.00,64831.85,0.41826144,602.30,603.40,-1.00,-1.00,-1.00,34147,-1.00,111445.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s4_m1_exact_s0_20260711-022756.gurobi.log
20260711-023759,kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s5,exact,0,0,0,600,OPTIMAL,72262.00,72262.00,0.00000000,0.22,0.25,-1.00,-1.00,-1.00,0,-1.00,72262.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s5_m0_exact_s0_20260711-023759.gurobi.log
20260711-023759,kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s5,exact,1,0,0,600,FEASIBLE,108322.00,63358.89,0.41508748,602.22,603.12,-1.00,-1.00,-1.00,32580,-1.00,108322.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s5_m1_exact_s0_20260711-023759.gurobi.log
20260711-024803,kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s1,exact,0,0,0,600,OPTIMAL,70286.00,70286.00,0.00000000,0.16,0.20,-1.00,-1.00,-1.00,0,-1.00,70286.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s1_m0_exact_s0_20260711-024803.gurobi.log
20260711-024803,kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s1,exact,1,0,0,600,FEASIBLE,83806.00,63648.80,0.24052219,601.38,602.30,-1.00,-1.00,-1.00,33964,-1.00,83806.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s1_m1_exact_s0_20260711-024803.gurobi.log
20260711-025805,kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s2,exact,0,0,0,600,OPTIMAL,73766.00,73766.00,0.00000000,0.21,0.23,-1.00,-1.00,-1.00,0,-1.00,73766.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s2_m0_exact_s0_20260711-025805.gurobi.log
20260711-025805,kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s2,exact,1,0,0,600,FEASIBLE,94593.00,66147.49,0.30071476,601.41,602.73,-1.00,-1.00,-1.00,33557,-1.00,94593.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s2_m1_exact_s0_20260711-025805.gurobi.log
20260711-030808,kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s3,exact,0,0,0,600,OPTIMAL,76034.00,76034.00,0.00000000,0.17,0.22,-1.00,-1.00,-1.00,0,-1.00,76034.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s3_m0_exact_s0_20260711-030808.gurobi.log
20260711-030808,kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s3,exact,1,0,0,600,OPTIMAL,76034.00,76034.00,0.00000000,370.78,370.92,-1.00,-1.00,-1.00,22309,-1.00,76034.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s3_m1_exact_s0_20260711-030808.gurobi.log
20260711-031419,kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s4,exact,0,0,0,600,OPTIMAL,73422.00,73422.00,0.00000000,0.20,0.23,-1.00,-1.00,-1.00,0,-1.00,73422.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s4_m0_exact_s0_20260711-031419.gurobi.log
20260711-031420,kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s4,exact,1,0,0,600,FEASIBLE,97160.00,66028.78,0.32041188,601.16,602.20,-1.00,-1.00,-1.00,33771,-1.00,97160.00,1,13.0.2,logs/kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s4_m1_exact_s0_20260711-031420.gurobi.log
